ID,Dataset,Direction,Train,Avg_Speed,Component,Num_Trip,Engine_Status,Accel_Path,Vel_Path,Scores_Path,UnifiedScore_Path,is_ABU-B_enabled,is_ABU-A_enabled,N_acc,N_vel,N_discrepance,Reference_Bearing,Bearing_Columns,Weldings,Wheel_Fault
956e4b24-e562-4178-8cdc-08f3b6dd5f25,Estratto_Rettilineo_AR,Ritorno,005,C,X,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Rettilineo_X_C1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_C1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Scores_X_C1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/UnifiedScore_X_C1_005.txt,False,False,48802,48802,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[1633, 7400, 13000, 18724, 24412, 30094, 35782, 41531, 47209]",False
0d7710e2-912b-4cda-b690-98511e4fa1b0,Estratto_Rettilineo_AR,Ritorno,005,C,Y,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Rettilineo_Y_C2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_C2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/Scores_Y_C2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/C/UnifiedScore_Y_C2_005.txt,False,False,48683,48683,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[71, 5836, 11449, 17172, 22830, 28568, 34288, 40025, 45710]",False
244cf0b8-053e-4dea-823d-0820b8882ebc,Estratto_Rettilineo_AR,Ritorno,005,B,Z,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Rettilineo_Z_B1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_B1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Scores_Z_B1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/UnifiedScore_Z_B1_005.txt,False,False,72963,72963,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[557, 9127, 17607, 26119, 34619, 43140, 51666, 60195, 68703]",False
5b2c2dcb-11d3-4213-8fe3-fb3812251973,Estratto_Rettilineo_AR,Ritorno,005,B,X,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Rettilineo_X_B2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_B2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Scores_X_B2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/UnifiedScore_X_B2_005.txt,False,False,73083,73083,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[552, 9121, 17558, 26104, 34593, 43146, 51599, 60198, 68682]",False
20e52e89-01de-40d9-9ed6-16d8b7090b70,Estratto_Rettilineo_AR,Ritorno,005,B,Y,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Rettilineo_Y_B2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_B2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Scores_Y_B2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/UnifiedScore_Y_B2_005.txt,False,False,73083,73083,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[552, 9121, 17558, 26104, 34593, 43146, 51599, 60198, 68682]",False
d42a958b-9c4e-4d92-8831-d858b100445f,Estratto_Rettilineo_AR,Ritorno,005,B,Y,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Rettilineo_Y_B1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_B1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Scores_Y_B1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/UnifiedScore_Y_B1_005.txt,False,False,72963,72963,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[557, 9127, 17607, 26119, 34619, 43140, 51666, 60195, 68703]",False
8f7fdf3c-d499-4deb-8a75-11774044492b,Estratto_Rettilineo_AR,Ritorno,005,B,Z,2,,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Rettilineo_Z_B2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_B2.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Scores_Z_B2_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/UnifiedScore_Z_B2_005.txt,False,False,73083,73083,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[552, 9121, 17558, 26104, 34593, 43146, 51599, 60198, 68682]",False
aed87d65-33fd-4a6a-a4ac-057b9777a2fe,Estratto_Rettilineo_AR,Ritorno,005,B,X,1,,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Rettilineo_X_B1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/Profili delle velocità/Vel_005_B1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/Scores_X_B1_005.txt,datasets/Estratto_Rettilineo_AR/Ritorno/005/B/UnifiedScore_X_B1_005.txt,False,False,72963,72963,0,12,"[5, 6, 7, 8, 9, 10, 11, 12]","[557, 9127, 17607, 26119, 34619, 43140, 51666, 60195, 68703]",False
8aaec3fc-7db9-4aeb-9564-a8b3918c44dd,Estratto_Rettilineo_AR,Ritorno,007,A,Z,1,F,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Rettilineo_Z_FA1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_FA1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Scores_Z_FA1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/UnifiedScore_Z_FA1_007.txt,False,False,143383,143383,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1331, 17978, 34821, 51829, 68831, 85711, 102537, 119329, 135681]",False
c2b4645d-0301-420e-ad60-02c9807d3454,Estratto_Rettilineo_AR,Ritorno,007,A,Y,1,,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Rettilineo_Y_A1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/Profili delle velocità/Vel_007_A1.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/Scores_Y_A1_007.txt,datasets/Estratto_Rettilineo_AR/Ritorno/007/A/UnifiedScore_Y_A1_007.txt,False,False,140657,140657,0,5,"[5, 6, 7, 8, 9, 10, 11, 12]","[1135, 17966, 34771, 51633, 68456, 85319, 102219, 119131, 135858]",False
